Name;ReleaseDate;Action;Adventure;Children;Comedy;Crime;Documentary;Drama;Fantasy;Noir;Horror;Musical;Mystery;Romance;SciFi;Thriller;War;Western;AvgRating;Watches
Encino Man (1992);1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;293
Goodbye Girl, The (1977);1977;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.7;322
I Am Cuba (Soy Cuba/Ya Kuba) (1964);1964;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.8;5
Malcolm X (1992);1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.9;475
Sister Act (1992);1992;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3.17;666
Sister Act 2: Back in the Habit (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.54;202
Hand That Rocks the Cradle, The (1992);1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.14;340
Alive (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.4;366
Agnes of God (1985);1985;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3.38;276
Scent of a Woman (1992);1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.71;555
Wayne's World (1992);1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;1120
Wayne's World 2 (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.88;433
League of Their Own, A (1992);1992;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.68;1099
Patriot Games (1992);1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.75;1052
Bodyguard, The (1992);1992;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;2.86;626
Death Becomes Her (1992);1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;339
Far and Away (1992);1992;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.37;403
Howards End (1992);1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.73;480
Singles (1992);1992;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.48;429
Twin Peaks: Fire Walk with Me (1992);1992;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2.97;163
White Men Can't Jump (1992);1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.19;667
Buffy the Vampire Slayer (1992);1992;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3.09;512
Hard-Boiled (Lashou shentan) (1992);1992;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4.14;327
Man Bites Dog (C'est arriv?pr? de chez vous) (1992);1992;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.66;154
Mariachi, El (1992);1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.69;483
Stop! Or My Mom Will Shoot (1992);1992;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.78;179
Forever Young (1992);1992;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3.2;477
Cutting Edge, The (1992);1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.29;200
Of Mice and Men (1992);1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.85;328
Bad Lieutenant (1992);1992;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.2;171
Scream 3 (2000);2000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;2.73;577
Single White Female (1992);1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.11;438
Boondock Saints, The (1999);1999;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.62;92
Gun Shy (2000);2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.65;46
Beloved/Friend (Amigo/Amado) (1999);1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1
Gendernauts (1999);1999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Knockout (1999);1999;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Baby, The (1973);1973;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;1
Brandon Teena Story, The (1998);1998;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.04;49
Different for Girls (1996);1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.7;10
Minnie and Moskowitz (1971);1971;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.47;15
They Might Be Giants (1971);1971;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.73;45
Beach, The (2000);2000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.7;423
Snow Day (2000);2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.21;122
Tigger Movie, The (2000);2000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.73;129
Cotton Mary (1999);1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;4
Not One Less (Yi ge dou bu neng shao) (1999);1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.77;52
Soft Toilet Seats (1999);1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
Trois (2000);2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1
Big Combo, The (1955);1955;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3.83;6
Conceiving Ada (1997);1997;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3.4;5
Eaten Alive (1976);1976;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.5;2
Raining Stones (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5;2
To Sir with Love (1967);1967;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.79;203
With Byrd at the South Pole (1930);1930;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1
Boiler Room (2000);2000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.46;590
Hanging Up (2000);2000;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.3;176
Pitch Black (2000);2000;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.3;542
Whole Nine Yards, The (2000);2000;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3.38;602
Beautiful People (1999);1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.34;53
Black Tar Heroin: The Dark End of the Street (1999);1999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5;6
Blue Collar (1978);1978;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.57;56
Bluebeard (1944);1944;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;4;2
Circus, The (1928);1928;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.96;24
City Lights (1931);1931;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;4.39;271
Flamingo Kid, The (1984);1984;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.2;294
Dog's Life, A (1920);1920;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.67;24
Kid, The (1921);1921;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.79;62
Man from Laramie, The (1955);1955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.79;33
McCullochs, The (1975);1975;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
Class Reunion (1982);1982;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.25;20
Big Trees, The (1952);1952;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.25;4
Happy Go Lovely (1951);1951;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1
Reindeer Games (2000);2000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.77;289
Wonder Boys (2000);2000;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.95;496
Deterrence (1998);1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.48;48
Judy Berlin (1999);1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.11;28
Mifune (Mifunes sidste sang) (1999);1999;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.51;45
Waiting Game, The (2000);2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
3 Strikes (2000);2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;4
Chain of Fools (2000);2000;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1
Drowning Mona (2000);2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.76;190
Next Best Thing, The (2000);2000;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.33;160
What Planet Are You From? (2000);2000;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2.86;180
Beyond the Mat (2000);2000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.53;134
Ghost Dog: The Way of the Samurai (1999);1999;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.84;314
Year My Voice Broke, The (1987);1987;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.81;27
Splendor in the Grass (1961);1961;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.76;108
My Tutor (1983);1983;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.31;35
Legend of Lobo, The (1962);1962;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Killing of Sister George, The (1968);1968;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5;16
Key Largo (1948);1948;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;4.08;461
Jail Bait (1954);1954;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2.67;12
It Happened Here (1961);1961;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2
I'll Never Forget What's 'is Name (1967);1967;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5;2
For All Mankind (1989);1989;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.44;27
Cross of Iron (1977);1977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.74;43
Bride of the Monster (1956);1956;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.8;71
Born Yesterday (1950);1950;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.04;177
Birdy (1984);1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.86;223
And God Created Woman (1988);1988;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;2.38;40
Blood Feast (1963);1963;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.6;20
Charlie, the Lonesome Cougar (1967);1967;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.13;23
Color Me Blood Red (1965);1965;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.8;5
Never Cry Wolf (1983);1983;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.98;212
Night Visitor, The (1970);1970;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;3.5801;0
Perils of Pauline, The (1947);1947;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;25
Raisin in the Sun, A (1961);1961;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.97;143
Two Thousand Maniacs! (1964);1964;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.27;15
Brown's Requiem (1998);1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.67;3
Closer You Get, The (2000);2000;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4;2
Mission to Mars (2000);2000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.6;793
Ninth Gate, The (2000);2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.88;298
Condo Painting (2000);2000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
East-West (Est-ouest) (1999);1999;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.77;103
Defending Your Life (1991);1991;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.68;446
Breaking Away (1979);1979;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.08;520
Hoosiers (1986);1986;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.92;590
Bull Durham (1988);1988;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.84;1095
Dog Day Afternoon (1975);1975;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.97;765
American Graffiti (1973);1973;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4.03;990
Asphalt Jungle, The (1950);1950;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;3.93;151
Searchers, The (1956);1956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4.09;245
Where Eagles Dare (1969);1969;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.81;265
Devil's Brigade, The (1968);1968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.37;43
Big Country, The (1958);1958;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3.65;63
Any Number Can Win (M?odie en sous-sol ) (1963);1963;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Betrayed (1988);1988;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.43;86
Bound for Glory (1976);1976;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.71;48
Bridge at Remagen, The (1969);1969;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.55;56
Buck and the Preacher (1972);1972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.67;3
Daughters of the Dust (1992);1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.6;15
Destination Moon (1950);1950;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.34;65
Fantastic Night, The (La Nuit Fantastique) (1949);1949;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
Hangmen Also Die (1943);1943;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.5;2
Ogre, The (Der Unhold) (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.25;4
On the Beach (1959);1959;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.95;95
Railroaded! (1947);1947;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;3
Slaves to the Underground (1997);1997;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5;2
Song of Freedom (1936);1936;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;1
Big Fella (1937);1937;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3.5801;0
Taking of Pelham One Two Three, The (1974);1974;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8;276
Volunteers (1985);1985;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.55;141
JFK (1991);1991;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3.76;756
Who's Harry Crumb? (1989);1989;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.72;173
Harry and the Hendersons (1987);1987;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.72;298
Let's Get Harry (1986);1986;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.71;38
Shanghai Surprise (1986);1986;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.67;33
Who's That Girl? (1987);1987;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.28;96
She-Devil (1989);1989;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.94;157
Date with an Angel (1987);1987;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2.14;51
Blind Date (1987);1987;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.67;210
Nadine (1987);1987;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.84;55
Muppet Movie, The (1979);1979;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.86;744
Great Muppet Caper, The (1981);1981;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.74;358
Muppets Take Manhattan, The (1984);1984;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;341
Sesame Street Presents Follow That Bird (1985);1985;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.13;87
We're Back! A Dinosaur's Story (1993);1993;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.52;29
Baby... Secret of the Lost Legend (1985);1985;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.11;113
Turtle Diary (1985);1985;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.35;23
Raise the Titanic (1980);1980;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2.78;32
Titanic (1953);1953;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.45;219
Night to Remember, A (1958);1958;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.88;144
Captain Horatio Hornblower (1951);1951;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.75;105
Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999);1999;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1.67;3
Erin Brockovich (2000);2000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.86;1315
Final Destination (2000);2000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.27;459
Soft Fruit (1999);1999;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4.33;9
Babymother (1998);1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Bear, The (1988);1988;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.37;175
Impact (1949);1949;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.5;2
Love Is a Many-Splendored Thing (1955);1955;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.26;50
Mirror, The (Zerkalo) (1975);1975;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.83;23
Trial, The (Le Proc?) (1963);1963;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.94;51
Crimson Pirate, The (1952);1952;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3.59;73
Thelma & Louise (1991);1991;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.68;1417
Something for Everyone (1970);1970;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3.15;13
...And Justice for All (1979);1979;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.71;199
Animal House (1978);1978;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.05;1207
She's Gotta Have It (1986);1986;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.4;210
School Daze (1988);1988;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.92;74
Do the Right Thing (1989);1989;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.88;781
Mo' Better Blues (1990);1990;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.29;79
Jungle Fever (1991);1991;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.2;215
Coogan's Bluff (1968);1968;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3.34;74
Champ, The (1979);1979;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.95;59
Creature Comforts (1990);1990;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.34;274
Death Wish (1974);1974;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.34;220
Death Wish II (1982);1982;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.67;85
Death Wish 3 (1985);1985;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.26;72
Death Wish 4: The Crackdown (1987);1987;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.15;48
Death Wish V: The Face of Death (1994);1994;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.26;38
Double Indemnity (1944);1944;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;4.42;551
Dying Young (1991);1991;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2.79;128
Cool as Ice (1991);1991;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;12
Teenage Mutant Ninja Turtles (1990);1990;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2.68;534
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991);1991;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2.13;251
Teenage Mutant Ninja Turtles III (1993);1993;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.92;188
Red Dawn (1984);1984;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.28;475
Band of the Hand (1986);1986;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.31;39
Born American (1986);1986;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.8;5
Bloodsport (1988);1988;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.23;222
Eyes of Laura Mars (1978);1978;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.19;139
Funny Bones (1995);1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.41;39
Good Earth, The (1937);1937;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.72;72
Good Morning, Vietnam (1987);1987;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;3.73;1082
Good Mother, The (1988);1988;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.97;34
Grumpy Old Men (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.42;809
Guess Who's Coming to Dinner (1967);1967;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.92;350
Romeo Must Die (2000);2000;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.14;331
Here on Earth (2000);2000;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2.48;89
Whatever It Takes (2000);2000;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.7;43
Buddy Boy (1999);1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.5801;0
Color of Paradise, The (Rang-e Khoda) (1999);1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.94;65
Waking the Dead (1999);1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.99;141
Blood and Sand (Sangre y Arena) (1989);1989;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;1
Gothic (1986);1986;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2.77;62
Hillbillys in a Haunted House (1967);1967;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Lord of the Flies (1963);1963;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.67;353
Modern Times (1936);1936;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.24;305
Last Resort (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;10
Solar Crisis (1993);1993;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2.45;20
That's Life! (1986);1986;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.78;18
Heart and Souls (1993);1993;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3.55;219
Hud (1963);1963;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;4.02;279
Hustler, The (1961);1961;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.24;450
Inherit the Wind (1960);1960;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.28;268
Dersu Uzala (1974);1974;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.33;92
Close Encounters of the Third Kind (1977);1977;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;4.01;1451
Horror Hotel (a.k.a. The City of the Dead) (1960);1960;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.75;4
Jonah Who Will Be 25 in the Year 2000 (1976);1976;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.42;24
Retroactive (1997);1997;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3.19;16
Place in the Sun, A (1951);1951;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.96;134
Jacob's Ladder (1990);1990;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;3.58;667
Empire Records (1995);1995;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.04;271
Bamba, La (1987);1987;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.33;266
Ladyhawke (1985);1985;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3.67;542
Lucas (1986);1986;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.63;155
High Fidelity (2000);2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.93;1373
Price of Glory (2000);2000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3
Road to El Dorado, The (2000);2000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.01;168
Skulls, The (2000);2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.73;302
Autopsy (Macchie Solari) (1975);1975;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.5;2
Devil Girl From Mars (1954);1954;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.1;10
Dorado, El (1967);1967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.72;68
Hideous Sun Demon, The (1959);1959;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;22
Hook (1991);1991;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3.02;722
Horror Express (1972);1972;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.65;17
My Chauffeur (1986);1986;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.94;66
Son of the Sheik, The (1926);1926;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.57;14
